赛季,联赛,轮次,主队,客队,主队进球,客队进球,主队半场进球,客队半场进球
2015,4,8,水晶宫,西布罗姆维奇,2,0,0,0
2015,4,14,伯恩茅斯,埃弗顿,3,3,0,2
2015,4,13,水晶宫,桑德兰,0,1,0,0
2015,4,10,利物浦,南安普敦,1,1,0,0
2015,4,12,阿森纳,托特纳姆热刺,1,1,0,1
2015,4,11,托特纳姆热刺,阿斯顿维拉,3,1,2,0
2015,4,13,托特纳姆热刺,西汉姆联,4,1,2,0
2015,4,13,曼彻斯特城,利物浦,1,4,1,3
2015,4,13,斯旺西,伯恩茅斯,2,2,2,2
2015,4,13,埃弗顿,阿斯顿维拉,4,0,3,0
2015,4,13,西布罗姆维奇,阿森纳,2,1,2,1
2015,4,13,纽卡斯尔联,莱切斯特城,0,3,0,1
2015,4,10,曼彻斯特联,曼彻斯特城,0,0,0,0
2015,4,10,伯恩茅斯,托特纳姆热刺,1,5,1,3
2015,4,10,桑德兰,纽卡斯尔联,3,0,1,0
2015,4,10,阿森纳,埃弗顿,2,1,2,1
2015,4,10,阿斯顿维拉,斯旺西,1,2,0,0
2015,4,10,西汉姆联,切尔西,2,1,1,0
2015,4,10,斯托克城,沃特福德,0,2,0,1
2015,4,10,诺维奇城,西布罗姆维奇,0,1,0,0
2015,4,12,利物浦,水晶宫,1,2,1,1
2015,4,12,阿斯顿维拉,曼彻斯特城,0,0,0,0
2015,4,12,斯托克城,切尔西,1,0,0,0
2015,4,12,曼彻斯特联,西布罗姆维奇,2,0,0,0
2015,4,12,莱切斯特城,沃特福德,2,1,0,0
2015,4,12,诺维奇城,斯旺西,1,0,0,0
2015,4,12,西汉姆联,埃弗顿,1,1,1,1
2015,4,12,桑德兰,南安普敦,0,1,0,0
2015,4,12,伯恩茅斯,纽卡斯尔联,0,1,0,1
2015,4,11,南安普敦,伯恩茅斯,2,0,2,0
2015,4,11,埃弗顿,桑德兰,6,2,2,1
2015,4,13,切尔西,诺维奇城,1,0,0,0
