赛季,联赛,轮次,主队,客队,主队进球,客队进球,主队半场进球,客队半场进球
2018,38,22,华盛顿联,纽约红牛,,,,
2018,38,22,休斯顿迪纳摩,费城联合,,,,
2018,38,22,圣何塞地震,西雅图海湾人,,,,
2018,38,22,奥兰多城,纽约城,,,,
2018,38,22,洛杉矶FC,洛杉矶银河,,,,
